# The tests of significance were performed using a two-sided Student's two-sample t-test.
# Alternative hypothesis: Group 1 mean != Group 2 mean
# The nonparametric p-values were calculated using 999 Monte Carlo permutations.
# The nonparametric p-values contain the correct number of significant digits.
# Entries marked with "N/A" could not be calculated because at least one of the groups
# of distances was empty, both groups each contained only a single distance, or
# the test could not be performed (e.g. no variance in groups with the same mean).
Group 1	Group 2	t statistic	Parametric p-value	Parametric p-value (Bonferroni-corrected)	Nonparametric p-value	Nonparametric p-value (Bonferroni-corrected)
middle vs. middle	posterior vs. posterior	N/A	N/A	N/A	N/A	N/A
middle vs. middle	anterior vs. middle	-1.24718166096	0.430254568346	1	0.652	1.000
middle vs. middle	anterior vs. posterior	-1.46013819648	0.382288266345	1	0.666	1.000
middle vs. middle	anterior vs. stomach	N/A	N/A	N/A	N/A	N/A
middle vs. middle	anterior vs. esophagus	N/A	N/A	N/A	N/A	N/A
middle vs. middle	middle vs. posterior	-0.537464524599	0.628255625345	1	0.774	1.000
middle vs. middle	middle vs. stomach	0.283366161401	0.824211832581	1	1.000	1.000
middle vs. middle	middle vs. esophagus	0.318934005705	0.80345276831	1	1.000	1.000
middle vs. middle	posterior vs. stomach	-0.915641570829	0.528016498617	1	0.661	1.000
middle vs. middle	posterior vs. esophagus	-1.16059633335	0.452767143444	1	0.684	1.000
middle vs. middle	stomach vs. esophagus	N/A	N/A	N/A	N/A	N/A
posterior vs. posterior	anterior vs. middle	-2.4590101434	0.245888750552	1	0.354	1.000
posterior vs. posterior	anterior vs. posterior	-2.08241150343	0.285009996498	1	0.322	1.000
posterior vs. posterior	anterior vs. stomach	N/A	N/A	N/A	N/A	N/A
posterior vs. posterior	anterior vs. esophagus	N/A	N/A	N/A	N/A	N/A
posterior vs. posterior	middle vs. posterior	-1.31734312458	0.279300969608	1	0.369	1.000
posterior vs. posterior	middle vs. stomach	-0.763984793542	0.584674695605	1	0.684	1.000
posterior vs. posterior	middle vs. esophagus	-0.51277997113	0.698357305793	1	1.000	1.000
posterior vs. posterior	posterior vs. stomach	-1.51008799148	0.372367181692	1	0.674	1.000
posterior vs. posterior	posterior vs. esophagus	-1.94916449826	0.301773921736	1	0.345	1.000
posterior vs. posterior	stomach vs. esophagus	N/A	N/A	N/A	N/A	N/A
anterior vs. middle	anterior vs. posterior	-1.26299771431	0.333894134117	1	0.692	1.000
anterior vs. middle	anterior vs. stomach	0.790674493361	0.574083079307	1	0.626	1.000
anterior vs. middle	anterior vs. esophagus	1.1907559956	0.444706977269	1	0.680	1.000
anterior vs. middle	middle vs. posterior	0.374338917638	0.727151474157	1	0.717	1.000
