Taxon	13M1	7M1	1S	12P1	9M1	9S	12A2	3M2	12A1	3P2	7P2	11M	1A	MG1	8S	13S	Nl18Post1	Ao20Ant1	3Abpost1	Nl19Mid1	Nl18Mid2	Nl17Mid1	Nl19Esoph	Ao20Stomach	3AbMid2	Nl19Stomach	2M1	8A	2S	10P2	12M2	8M	7A2	Ax16Mid2	Nl18Ant1	Al11Mid1	Nl18Stomach	Nu15Post1	Zv6Mid1	Nl17Esoph	Ax16Ant1	Nu1post2	Al12Stomach	3M1	6P2	8P2	Nu15Stomach	Nu15Mid2	Nl19Post1	Zv6Ant2	Nl19Post2	Ao20Esophagus	At14Esophagus	3AbStomach	At4Mid2	U.Food.	Ax16Stomach	Nu1post3	Nl18Esoph	Nl8Mid2	Nl17Stomach	Ao20Post1	Ax16Post1	Zv6Post3	Zv6Post1	7A1	2A	10M1	At14Ant1	Zf5Post3	3AbAnt1	Nl8Ant2	Al11Post2Material	Al12Post2	Zf5Stomach	Zv6Post2	Zv6Mid2	Zf5Post2	12M1	6M2	1P	6A	3A	9A	Nl8Esophagus	At14Post1	Nu15Esophagus	3P1	11P	11S	7P1	7S	8P1	13P2	10P1	Nl17Post2	9P1	9P2	Ax16Esophagus	Nl19Ant1	Nu15Mid1	13A2	11A	13M2	6S	13A1	13P1	10A2	12S	6M1	10M2	HG1	An10Stomach	Nu1post1	At4Post1	3AbPost2	At14Mid2	Nl19Ant2	Nl17Ant1	Nl17Mid2	Ax16Post3	An10Mid	Nl17Post1	Nu1Ant12	3Abmid1	3P3	12P2	9M2	1M1	Al12Post3	6P1	2M2	3S	Nl18Post2	Al11Ant1	Nu1Mid1	Zv6Stomach	Nl8Mid1	An9Post2	At4Post2	2P1	Nu15Ant1	An9Ant2	3AbPost3	Zv6Ant1	Al12Ant2	Al12Esophagus	Ax16Ant2	At14Ant2	At14Stomach	Nl17Ant2	An10Ant1	Zf5Ant1	Nl18Mid1	Zf5Esophagus	Nl8Ant1	Zf5Mid2	Nl19Mid2	At14Mid1	Zf5Post1	Ct13Stomach	Zf5Ant2	At4Ant1	Ax16Post2	Nu1Ant1	Al11Esophagus	Nu15Post2	Al11Ant2
Unclassified;Other	1.90537888459e-05	2.12575995919e-05	0.00010157233982	0.0	0.0	0.0	3.44821641006e-05	1.95537826793e-05	0.0	0.0	0.0	0.0	2.35343955191e-05	1.76997415838e-05	2.53478999265e-05	0.0	0.0	0.0	0.0	1.8125464465e-05	2.70029433208e-05	0.0	2.68207968459e-05	1.97628458498e-05	1.6193807488e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93963845139e-05	1.96881398645e-05	1.50274250507e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.22559834849e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7918256912e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.42008486563e-05	7.13317640345e-05	1.72660876772e-05	3.72328542706e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.53857041755e-05	0.0	0.0	0.0	3.90655519962e-05	0.0	0.0	0.0	0.0	0.0	2.1716941386e-05	0.0	0.0	0.0	1.80822016889e-05	0.0	2.71340967059e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.15230660632e-05	0.0	0.0	0.0	0.0	2.19765729732e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.82701875239e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.60776592693e-05	5.53434058332e-05	0.0	0.0	0.0	0.0	0.0	2.46175055082e-05	0.0	1.98554523072e-05	2.46755169521e-05	1.74152313613e-05	0.0	0.0	1.47258055016e-05	3.23834196891e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47614495524e-05	0.0	0.0	1.93221779959e-05	0.0	0.0	0.0	0.0	0.0	3.54446531741e-05	0.0	0.0	2.4611143926e-05	0.0	0.0	3.4815304808e-05	0.0
k__Archaea;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000139040619724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota	0.0824457443363	0.0751243569576	0.000751635314671	0.0	3.62135148838e-05	0.00013599151413	0.0845157842106	0.0849807395241	0.000443943585015	0.0725206689569	0.0625063522716	0.0836212030971	0.00515403261867	0.0849233601189	0.00159691769537	3.58063592094e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6193807488e-05	0.0	0.0219700567372	0.0	0.000439331118372	0.000451929339519	2.17571036944e-05	0.000610743779707	0.000135217361909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00061575131592	0.0	0.0	0.0077091800529	0.0	3.53232073472e-05	0.0	0.0	0.0	0.0	2.86606861368e-05	0.0	0.0	0.0	0.0	0.0	0.000699516845342	0.0	0.0	0.0	0.0	0.0	0.000364147976496	0.0	0.0	0.0013870246085	0.00198903818953	0.00039232470219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000257532835437	0.0	0.0	0.0033203351222	0.000247699929229	1.78249942069e-05	0.00632760976769	0.00932295778354	1.95327759981e-05	0.0	6.17144267758e-05	0.0	0.0	0.0	0.000825243772667	0.0	0.00125147495262	3.32634800253e-05	0.0	4.20397696221e-05	0.0	0.0	0.00122928778139	0.0	0.0	0.0	0.000621418214458	0.00231481481481	3.30895734754e-05	4.42614969238e-05	0.000237834752414	0.000440881763527	4.5293957786e-05	4.15230660632e-05	0.000200208216545	0.00199647135296	4.17798203468e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9135093762e-05	0.0	0.0	0.0	0.00013397642015	1.6719612105e-05	0.000124579544039	2.60776592693e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000179762713219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47614495524e-05	2.21268309953e-05	0.0	0.0	5.48205540531e-05	0.00039422358702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota	0.0	0.0	6.09434038923e-05	7.61991846687e-05	9.05337872094e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53478999265e-05	0.0	0.0	0.00128312412831	0.0	0.00221130666473	0.000310533848189	0.0	0.0	0.0	0.0	0.000159207782076	0.000349921267715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.71584150349e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.37547707359e-05	0.0	0.000679849841861	0.0	0.000862195181468	0.0	0.000401861526296	1.27252366894e-05	0.000307585835672	0.000378302519983	0.000595878506993	0.000114022485234	0.000104978059586	0.000357941834452	0.0	0.000320992938155	0.0	7.44657085412e-05	0.0	8.70663009882e-05	0.0	0.0	0.0	0.0	0.0	0.000160784628989	0.0	0.0	0.0	5.94141762224e-05	0.0	0.0	2.93918819622e-05	0.0	8.41906750408e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001414427157	0.0	0.0	0.0	0.0	3.30895734754e-05	0.0	0.0	0.000200400801603	0.0	0.0	0.0	0.0	0.0	3.59634611235e-05	0.0	8.24089792824e-05	0.0	3.16686195649e-05	0.0	0.0	0.000815727220817	0.0	0.0	0.00076913534301	0.0	0.0	0.0	5.0158836315e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000520338040299	0.00013898816615	0.0	0.000191567544975	0.0	0.000785581217875	0.000220887082523	0.00242875647668	0.0	0.0	0.0	0.0	0.0	0.00146334665056	0.0	0.000382375945077	6.63804929858e-05	0.0	1.93221779959e-05	0.000255829252248	0.000601709685451	5.33172196847e-05	0.000344541368456	0.000311086649597	0.0	8.58700785711e-05	0.000141285343412	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__[Parvarchaeota]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.60436997795e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000337670076472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000107011386011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;Other	0.00636396547453	0.0054844606947	0.00556616422216	0.00102868899303	0.00411023393931	0.00410694372671	0.00589645006121	0.00506442971393	0.000717139637332	0.00594586432104	0.00528508994817	0.00828724580958	0.000400084723824	0.00456653332861	0.00474005728625	0.000751933543397	0.00163858401608	0.000850767085077	0.000223483108402	0.0018669228399	0.00174168984419	0.00146725604547	0.000804623905376	0.00136363636364	0.000194325689856	0.0062568658356	0.00204953885376	0.00327116859678	0.00362448172657	0.0150997567557	0.0103781384622	0.0185081919329	0.00263673855723	0.000271549383195	0.00200819026618	0.000180329100609	0.00134584174484	0.0523556848817	5.43168300698e-05	0.000360501096524	0.00113218790347	0.000289627913316	0.000444947069838	0.000645119669699	0.0373840154198	0.0185270222536	0.000979911807937	0.000861856685545	0.00309680294085	0.00044167660439	0.0076237425124	0.000522895346231	0.000501711193535	0.000517055655296	0.000369483609707	0.00721062618596	0.00200094353435	6.67556742323e-05	0.000194449125627	0.000165428076962	0.000294769759186	0.000573555433522	0.00129107009849	0.000228044970468	2.09956119171e-05	0.00116331096197	0.000132602545969	0.000998644696483	0.000189926964449	0.00305309405019	0.000201499733732	0.000435331504941	0.0	0.000556491629438	0.000159557493884	0.000128766417718	0.0	0.00175255245599	0.000386085479325	0.00230007077141	0.0111762713677	0.00133681896501	0.000827036577572	0.00505898898351	2.93918819622e-05	0.000123428853552	0.00441159137214	0.00748412458422	0.000302263195678	0.00312723955958	0.0130832404985	0.000500589981049	0.0106276818681	0.0285517964667	0.0140412830538	0.0841564009334	0.00679558706322	0.00105001664661	0.0015087223008	0.00544215680491	0.00165037450806	0.000207139404819	0.0	9.92687204262e-05	0.000265568981543	0.000237834752414	0.00100200400802	0.000135881873358	0.000166092264253	0.000320333146472	0.00139288699044	0.00229789011907	0.000233762497303	0.000329648594598	0.000230745141991	0.000162579596261	0.000348354815214	0.0	0.00011688680348	0.00583244962884	0.000330731578251	0.000172215843858	0.00759211016003	0.000499130087562	0.000432525951557	0.0104501607717	0.0149473332219	0.00232548482206	0.00518945419459	0.00448281587249	0.0	0.0	0.0	0.0523947402394	8.54876213924e-05	0.000135396280295	0.000358853820896	0.000119132713843	0.00012337758476	0.000104491388168	0.0186154276355	0.000493793908379	0.00144312893915	0.000647668393782	0.000140249995617	0.000164938251242	2.81991991427e-05	0.000920297919699	0.00322799864084	0.00167239617207	0.00017599436818	0.000156426522986	0.0	0.000111231170152	7.72887119836e-05	0.000255829252248	0.000145240268902	0.000924165141202	0.00050115108139	9.57189691067e-05	0.000425335838089	0.000107337598214	0.000123624675485	0.00278105926363	1.57537375742e-05	0.000186806771745	0.00034815304808	0.000349125440771
k__Bacteria;p__	0.0	6.37727987756e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88757597493e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.42068316069e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AD3	3.81075776918e-05	0.0	0.0	0.0	0.0	0.0	5.17232461509e-05	1.95537826793e-05	0.0	7.55030389973e-05	2.03272690314e-05	5.10507955416e-05	0.0	3.53994831675e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000132417445999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7217095865e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria	0.0665358306499	0.0831172144042	0.00207207573234	0.00434335352612	0.000543202723256	0.00059836266217	0.0796365579904	0.0717819362156	0.0039613427586	0.0783344029597	0.0671003150727	0.0780396494512	0.00355369372338	0.0789054479805	0.00108995969684	0.0	0.00122120884217	0.00397489539749	0.0	0.00342571278389	1.35014716604e-05	0.000538612978716	0.000523005538495	0.00114624505929	0.0	0.000477623346229	0.0239696068385	5.63994585652e-05	0.00340481616739	0.00033230098494	8.70284147774e-05	0.000663851934465	0.000495796993667	0.00108619753278	0.000315010237833	0.0	0.000725698980063	2.13958663186e-05	2.71584150349e-05	0.0	0.00534313238653	0.000374812593703	0.000166855151189	0.00503193342365	4.48249585369e-05	1.76616036736e-05	0.00125988661021	0.000451448740048	0.000245070736326	0.0	0.00174830185435	0.000746993351759	0.000806321561039	0.0	0.000236469510213	0.000671434827033	0.000992337850368	0.0	0.0014259602546	0.0	0.00312712266267	0.00202574897797	0.00430356699495	0.0	0.0	0.00223713646532	0.000884016973126	0.00349525643769	0.0	0.0	0.00034542811497	2.17665752471e-05	0.0	0.0	0.0	0.000309039402524	0.0	0.0	0.00386085479325	0.000955414012739	8.91249710344e-05	0.00329748678035	0.00736814405473	9.76638799906e-05	5.87837639244e-05	0.0	0.00153227028574	0.0	0.0	0.000412621886334	2.59074069276e-05	0.00132298780706	3.32634800253e-05	0.0	4.20397696221e-05	0.0	0.0	0.00120367761928	0.0024516737388	0.00109138103947	0.0	0.00010356970241	0.00119731800766	0.000165447867377	0.00128358341079	0.000523236455311	0.000320641282565	0.00199293414259	0.0	0.002202290382	0.00143931655678	2.08899101734e-05	0.0	0.0	0.0	0.0	0.000285017576084	0.00292682926829	0.0	0.00267150664818	0.0	0.0	0.000918000248108	0.0	0.0	0.0	1.6719612105e-05	0.0	5.21553185386e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000259657252427	0.00087536192849	0.0	0.00108484455959	0.0	0.0	0.0	0.012905573153	0.0011043153245	0.000812970361423	0.00879971840901	0.0	0.0	0.0	0.0	0.0	6.22458295294e-05	0.000710896262463	0.00241178957919	0.0	0.000141778612696	0.0	0.0	0.000639889742075	0.0	0.0	0.00135779688751	0.0
k__Bacteria;p__Actinobacteria	0.407903511613	0.313209472386	0.029963840247	0.0593591648569	0.0128195842688	0.00195827780347	0.3592351856	0.324944760564	0.060751972134	0.307788138473	0.289358674662	0.323713094529	0.024075686616	0.338489858048	0.0106714658691	0.0577198510455	0.100618333591	0.108437935844	0.0339197695641	0.0738793931594	0.106445602571	0.0454477916868	0.0918478187987	0.114861660079	0.0397557973831	0.053286844661	0.0566872453698	0.00547074748082	0.062604684368	0.000744354206266	0.0488229406901	0.0161979872009	0.0210037635499	0.10854216774	0.0658174515672	0.194920730333	0.0889047223212	0.00417219393213	0.0144754352136	0.10027938835	0.018571854206	0.109223797192	0.0189844083131	0.0351912779821	0.00034365801545	0.000229600847757	0.112759851613	0.0550357054913	0.0379859641306	0.00971688529659	0.0777851021753	0.0921416299395	0.0703649948933	0.0140323159785	0.0309183884603	0.0116187417895	0.128759903044	0.132665776591	0.111821210511	0.00349944008959	0.0921604060133	0.133247910184	0.0509310601672	0.00640806367016	0.0109597094207	0.0220134228188	0.0227192362093	0.0387688137528	0.111400797693	0.00962469282895	0.0952374098649	0.007400635584	0.017545904984	0.00370994419626	0.00597454171542	0.0159412825135	0.0327408460718	0.0166412091004	0.0279911972511	0.00368011323425	0.00124774959448	0.0257857524805	0.0272546144882	0.0128525666068	0.0211033712489	0.00802287548086	0.101146676994	0.000705574034876	0.00517625722598	0.0147892370838	0.058006684111	0.012800800944	0.000116422180088	0.000741370269244	0.000378357926599	0.00321539045965	0.000503376819497	0.00855379414552	0.091041961339	0.0452923131379	0.0222800558588	0.0239936477249	0.00997765006386	0.0291188246584	0.0158013544018	0.00651667221614	0.0192785571142	0.0158528852251	0.00718349042893	0.0156162408905	0.0292970563655	0.0578650511803	0.0078040710638	0.000109882864866	0.0347436256655	0.0126270153096	0.122779238053	0.0439024390244	0.110541519862	0.0688269842565	0.00486175420029	0.00361653272101	0.0530455278501	0.015972162802	0.150519031142	0.00120578778135	0.0327035612774	0.000747477264233	0.00383341591259	0.00647517848248	0.0	0.0	0.05	0.0037806834738	0.0491211872521	1.23087527541e-05	0.0291030448747	0.00226352156302	0.00187533928836	0.0137580327755	0.0019773898454	0.0975467420825	0.0142840313365	0.113099093264	0.0191791869007	0.00983444323032	0.063419998872	0.0294709357076	0.0953321440707	0.104664127102	0.0193593804998	0.00385852090032	0.00825330796123	0.00355939744486	0.00228001700352	0.00445873839632	0.0237986554901	0.0500115520643	0.1092196138	0.149680537941	0.0177932158934	0.0186767420892	0.0302350634901	0.103834416224	0.00113426910535	0.0899007589025	0.116283118059	0.0426980414063
